Lesson,Accuracy,WPM,Idle Time

Day 16 - Part 4,95.8,45,0
Day 16 - Part 5,97.0,48,0
Day 17 - Part 1,92.3,27,0
Day 17 - Part 2 - Learn V,90.2,18,0
Day 17 - Part 3 - Learn Colon,92.2,17,0
Day 17 - Part 4,91.3,19,0
Day 17 - Part 5,93.6,27,0
Day 17 - Part 2 - Learn V,99.3,50,0
Day 17 - Part 4,95.2,31,0
Day 17 - Part 3 - Learn Colon,94.8,23,0
Day 17 - Part 1,98.7,50,0
Day 17 - Part 5,95.2,34,0
Day 17 - Part 3 - Learn Colon,95.5,27,0
Day 17 - Part 4,93.2,25,0
Day 17 - Part 4,97.6,40,0
Day 17 - Part 5,94.2,31,0
Day 17 - Part 5,92.0,25,0
Day 17 - Part 5,92.3,24,0
Day 17 - Part 5,94.1,32,0
Day 17 - Part 5,93.3,29,0
