Lesson,Accuracy,WPM,Idle Time

Day 15 - Part 5,89.7,14,0
Day 15 - Part 6,96.0,36,0
Day 16 - Part 1,87.1,9,0
Day 16 - Part 2,94.8,34,0
Day 16 - Part 3,95.2,34,0
Day 16 - Part 4,94.2,31,0
Day 16 - Part 5,94.7,35,0
Day 16 - Part 1,92.9,24,0
Day 15 - Part 5,89.0,12,0
Day 15 - Part 5,95.5,28,0
Day 16 - Part 1,96.1,36,0
Day 16 - Part 4,95.5,34,0
Day 16 - Part 5,95.1,36,0
Day 16 - Part 2,88.6,14,0
Day 16 - Part 2,97.1,41,0
Day 16 - Part 5,96.2,41,0
Day 16 - Part 3,96.5,40,0
Day 15 - Part 5,94.8,29,0
Day 15 - Part 5,92.9,22,0
Day 15 - Part 5,96.8,36,0
Day 16 - Part 4,91.3,23,0
Day 16 - Part 4,95.5,36,0
Day 16 - Part 4,96.1,43,0
Day 15 - Part 6,93.6,31,0
Day 15 - Part 6,91.9,27,0
Day 15 - Part 6,89.8,18,0
Day 15 - Part 6,93.1,30,0
