Lesson,Accuracy,WPM,Idle Time

Day 04 - Part 6,98.0,33,0
Day 04 - Part 7,100.0,49,0
Day 05 - Part 1,92.8,27,0
Day 05 - Part 2 - Learn T,96.7,36,0
Day 05 - Part 3 - Learn I,100.0,51,0
Day 05 - Part 4,98.0,36,0
Day 05 - Part 5,97.4,37,0
Day 05 - Part 6,96.1,28,0
Day 05 - Part 7,97.4,37,0
Day 05 - Part 1,99.3,46,0
Day 05 - Part 6,98.0,36,0
Day 05 - Part 2 - Learn T,98.0,42,0
Day 05 - Part 5,97.4,43,0
Day 05 - Part 7,97.4,38,0
Day 05 - Part 7,95.4,31,0
Day 05 - Part 7,99.3,40,0
Day 05 - Part 5,95.4,31,0
Day 05 - Part 5,90.8,20,0
Day 05 - Part 1,97.4,43,0
Day 05 - Part 5,98.0,46,0
Day 04 - Part 6,99.0,51,0
Day 05 - Part 4,94.7,32,0
Day 05 - Part 4,98.0,43,0
Day 05 - Part 6,98.0,42,0
Day 05 - Part 2 - Learn T,98.7,41,4
Day 05 - Part 6,98.0,43,0
Day 05 - Part 4,96.1,38,0
Day 05 - Part 4,97.4,41,0
Day 05 - Part 4,97.4,40,0
Day 05 - Part 1,96.7,43,0
Day 05 - Part 4,99.3,46,0
Day 05 - Part 6,100.0,54,0
Day 05 - Part 5,100.0,49,0
Day 05 - Part 2 - Learn T,99.3,50,0
Day 04 - Part 6,97.1,45,0
Day 04 - Part 6,100.0,54,0
Day 05 - Part 7,98.7,42,0
Day 05 - Part 7,99.3,46,0
Day 05 - Part 1,98.7,50,0
Day 05 - Part 1,32.9,-324,3
