Lesson,Accuracy,WPM,Idle Time

Day 11 - Part 4,99.4,35,0
Day 12 - Part 1,96.1,34,0
Day 12 - Part 2,97.7,47,0
Day 12 - Part 3,96.1,40,0
Day 12 - Part 4,96.8,37,0
Day 12 - Part 5,99.4,51,0
Day 12 - Part 6,99.3,60,0
Day 12 - Part 7,98.1,48,0
Day 12 - Part 1,97.4,40,0
Day 12 - Part 3,96.8,41,0
Day 12 - Part 4,96.8,40,0
Day 12 - Part 4,95.5,33,0
Day 12 - Part 4,96.1,40,0
Day 12 - Part 4,91.0,21,0
Day 12 - Part 5,95.5,38,0
Day 12 - Part 4,94.8,31,0
Day 11 - Part 4,98.1,35,0
Day 12 - Part 1,96.8,39,0
Day 12 - Part 6,97.4,44,0
Day 12 - Part 4,98.1,42,0
Day 12 - Part 3,98.7,49,0
Day 12 - Part 1,96.8,37,0
Day 12 - Part 1,98.1,44,0
Day 12 - Part 2,98.4,48,0
Day 12 - Part 4,96.8,42,0
Day 12 - Part 4,95.5,38,0
Day 11 - Part 4,99.4,40,0
Day 12 - Part 5,91.0,22,0
Day 12 - Part 3,97.4,47,0
Day 12 - Part 6,96.7,46,0
Day 12 - Part 6,98.7,54,0
Day 12 - Part 6,98.0,47,0
