Lesson,Accuracy,WPM,Idle Time

Day 08 - Part 1,96.1,31,0
Day 08 - Part 2,96.2,38,0
Day 08 - Part 3,95.5,28,0
Day 08 - Part 4,98.7,47,0
Day 08 - Part 5,98.1,41,0
Day 08 - Part 6,94.1,23,0
Day 08 - Part 7,92.2,21,0
Day 08 - Part 8,98.1,44,0
Day 08 - Part 9,98.7,34,0
Day 08 - Part 7,96.7,36,0
Day 08 - Part 6,98.0,38,0
Day 08 - Part 3,97.4,39,0
Day 08 - Part 1,100.0,48,0
Day 08 - Part 2,95.8,37,0
Day 08 - Part 2,97.6,40,0
Day 08 - Part 7,96.1,32,0
Day 08 - Part 7,98.0,43,0
Day 08 - Part 3,100.0,45,0
Day 08 - Part 2,97.2,38,0
Day 08 - Part 2,96.5,40,0
Day 08 - Part 2,96.5,42,0
Day 08 - Part 4,100.0,48,0
Day 08 - Part 9,100.0,38,0
Day 08 - Part 8,96.1,41,0
Day 08 - Part 2,96.2,39,0
Day 08 - Part 5,100.0,51,0
Day 08 - Part 6,94.8,26,0
Day 08 - Part 8,98.1,46,0
Day 08 - Part 6,97.4,32,0
Day 08 - Part 7,97.4,38,1
Day 08 - Part 2,97.6,43,0
