Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,92.6,12,1
Day 01 - Part 2 - Learn Home Row,90.9,15,0
Day 01 - Part 3,87.6,7,5
Day 01 - Part 4,92.2,18,0
Day 01 - Part 3,91.6,15,0
Day 01 - Part 2 - Learn Home Row,94.8,24,0
Day 01 - Part 3,94.5,21,2
Day 01 - Part 4,94.1,23,0
Day 01 - Part 1 - Learn Spacebar,94.1,17,0
Day 01 - Part 1 - Learn Spacebar,97.1,23,0
Day 01 - Part 4,93.8,25,0
