Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,92.6,19,0
Day 01 - Part 4,90.2,17,0
Day 01 - Part 5,100.0,36,0
Day 02 - Part 1,94.1,22,0
Day 02 - Part 2 - Learn E,93.5,21,0
Day 02 - Part 3 - Learn H,96.1,28,0
Day 02 - Part 4,96.8,29,0
Day 02 - Part 5,89.1,11,0
Day 02 - Part 5,94.3,22,2
Day 01 - Part 4,96.4,34,0
Day 01 - Part 1 - Learn Spacebar,98.5,32,0
Day 02 - Part 2 - Learn E,93.5,21,0
Day 02 - Part 2 - Learn E,94.1,27,0
Day 02 - Part 1,93.5,21,0
Day 02 - Part 1,93.5,18,7
Day 02 - Part 1,92.8,20,0
Day 02 - Part 1,95.4,19,17
Day 02 - Part 2 - Learn E,94.1,21,0
Day 02 - Part 2 - Learn E,98.7,36,0
Day 02 - Part 5,97.5,33,0
Day 02 - Part 1,96.7,28,0
Day 02 - Part 3 - Learn H,100.0,36,0
Day 01 - Part 4,96.4,36,0
Day 01 - Part 4,98.4,40,0
Day 02 - Part 1,96.1,29,0
Day 02 - Part 1,97.4,34,0
Day 02 - Part 4,95.5,28,0
Day 02 - Part 4,95.5,32,1
Day 02 - Part 4,94.9,31,0
Day 02 - Part 4,94.9,26,0
Day 02 - Part 4,98.7,38,0
Day 02 - Part 1,98.0,39,0
Day 02 - Part 5,97.5,38,2
