Lesson,Accuracy,WPM,Idle Time

Day 18 - Part 1,94.7,33,0
Day 18 - Part 2,91.4,24,0
Day 18 - Part 3 - Learn CAPS LOCK,90.8,18,0
Day 18 - Part 4 - Learn Question,89.7,11,0
Day 18 - Part 5,93.2,22,0
Day 18 - Part 6,92.0,18,0
Day 18 - Part 7,95.1,38,0
Day 18 - Part 4 - Learn Question,94.4,24,0
Day 18 - Part 3 - Learn CAPS LOCK,95.5,34,0
Day 18 - Part 2,92.8,29,3
Day 18 - Part 6,94.5,23,0
Day 18 - Part 2,94.2,36,0
Day 18 - Part 5,89.7,14,0
Day 18 - Part 7,92.3,26,0
Day 18 - Part 7,93.1,30,0
