Lesson,Accuracy,WPM,Idle Time

Day 19 - Part 1,95.2,37,0
Day 19 - Part 2 - Learn Apostrophe,93.5,24,0
Day 19 - Part 3 - Learn Quotation,95.9,35,0
Day 19 - Part 4 - Learn Hyphen,90.3,15,0
Day 19 - Part 5,90.3,18,0
Day 19 - Part 6,90.0,12,0
Day 19 - Part 7,95.7,42,0
Day 19 - Part 9,96.1,43,0
Day 19 - Part 6,91.6,16,0
Day 19 - Part 4 - Learn Hyphen,90.5,15,0
Day 19 - Part 5,93.8,29,0
Day 19 - Part 4 - Learn Hyphen,89.8,13,0
Day 19 - Part 4 - Learn Hyphen,92.0,17,15
Day 19 - Part 6,95.0,24,0
Day 19 - Part 4 - Learn Hyphen,93.5,24,1
Day 19 - Part 2 - Learn Apostrophe,90.2,17,0
Day 19 - Part 2 - Learn Apostrophe,95.3,31,0
Day 19 - Part 9,95.0,39,0
