Lesson,Accuracy,WPM,Idle Time

Day 14 - Part 5,97.4,29,0
Day 14 - Part 6,97.3,31,0
Day 15 - Part 1,96.1,28,0
Day 15 - Part 2 - Learn Q,96.2,25,0
Day 15 - Part 3 - Learn Comma,92.2,18,0
Day 15 - Part 4,89.7,9,0
Day 15 - Part 5,98.1,25,0
Day 15 - Part 6,96.0,30,0
Day 14 - Part 5,96.7,30,0
Day 14 - Part 6,96.5,29,0
Day 15 - Part 1,96.8,32,0
Day 15 - Part 2 - Learn Q,96.8,26,0
Day 15 - Part 3 - Learn Comma,94.1,19,0
Day 15 - Part 4,96.1,24,0
Day 15 - Part 5,94.8,19,0
Day 15 - Part 6,96.7,31,5
Day 15 - Part 3 - Learn Comma,92.8,20,0
Day 15 - Part 3 - Learn Comma,96.7,32,0
Day 15 - Part 5,95.5,22,0
Day 15 - Part 5,92.9,17,0
Day 15 - Part 5,9.0,-921,0
Day 15 - Part 5,40.0,-193,0
Day 15 - Part 1,17.4,-1839,0
Day 15 - Part 5,94.2,18,0
Day 15 - Part 5,51.6,-131,0
