Lesson,Accuracy,WPM,Idle Time

Day 10 - Part 4,96.8,24,0
Day 10 - Part 5,100.0,40,0
Day 11 - Part 1,98.1,37,0
Day 11 - Part 2 - Learn B,93.5,19,0
Day 11 - Part 3 - Learn P,97.4,33,0
Day 11 - Part 4,96.8,27,0
Day 11 - Part 5,95.9,25,0
Day 11 - Part 2 - Learn B,70.6,-35,0
Day 11 - Part 2 - Learn B,98.0,31,0
Day 11 - Part 5,86.4,6,1
Day 11 - Part 5,97.3,26,0
Day 10 - Part 4,96.8,23,0
Day 10 - Part 4,4.5,-799,0
Day 10 - Part 4,98.1,28,0
Day 11 - Part 4,96.8,25,0
Day 11 - Part 4,14.2,-593,0
Day 11 - Part 4,20.0,-504,0
Day 11 - Part 4,99.4,31,0
Day 11 - Part 5,5.5,-1598,0
Day 11 - Part 5,35.9,-297,0
Day 10 - Part 5,100.0,42,0
Day 11 - Part 5,15.2,-2516,0
Day 11 - Part 5,19.7,-2350,0
Day 11 - Part 5,15.2,-2516,0
Day 11 - Part 5,1.6,-3356,0
Day 11 - Part 5,15.2,-2795,0
Day 11 - Part 5,15.2,-2516,0
Day 11 - Part 5,17.5,-2430,0
Day 10 - Part 4,11.6,-2001,0
