Lesson,Accuracy,WPM,Idle Time

Day 15 - Part 5,93.5,17,0
Day 15 - Part 5,99.4,25,0
Day 16 - Part 1,98.7,28,0
Day 16 - Part 2,98.4,33,0
Day 16 - Part 3,95.5,24,0
Day 16 - Part 4,97.7,33,0
Day 16 - Part 5,97.4,32,0
Day 16 - Part 2,97.4,34,0
Day 16 - Part 2,97.1,33,0
Day 16 - Part 2,15.0,-1259,0
Day 15 - Part 5,24.5,-504,0
Day 15 - Part 5,96.1,25,0
Day 15 - Part 6,95.5,29,0
Day 16 - Part 1,95.5,24,0
Day 16 - Part 2,97.7,36,0
Day 16 - Part 3,95.8,29,0
Day 16 - Part 4,98.1,34,0
Day 16 - Part 5,90.2,18,0
Day 16 - Part 5,97.0,35,1
Day 16 - Part 1,16.1,-833,0
Day 15 - Part 5,15.5,-1514,0
Day 16 - Part 3,15.2,-2173,0
Day 16 - Part 5,39.1,-353,0
Day 16 - Part 5,13.5,-1485,0
Day 15 - Part 5,15.5,-1893,0
Day 15 - Part 5,15.5,-1514,0
Day 15 - Part 6,10.2,-1704,0
Day 16 - Part 1,8.4,-2091,0
Day 16 - Part 2,12.4,-2240,0
Day 16 - Part 1,15.5,-1893,0
Day 15 - Part 5,15.5,-1893,0
Day 16 - Part 5,12.4,-2264,0
Day 15 - Part 5,15.5,-1514,0
Day 16 - Part 2,13.4,-2209,0
Day 16 - Part 3,19.0,-1594,0
Day 16 - Part 3,15.2,-2536,0
Day 16 - Part 1,82.6,-1,0
Day 16 - Part 1,15.5,-1893,0
Day 15 - Part 5,16.8,-1857,0
Day 16 - Part 2,21.5,-1139,0
Day 15 - Part 6,24.9,-983,0
Day 16 - Part 1,15.5,-1893,0
