Lesson,Accuracy,WPM,Idle Time

Day 12 - Part 6,98.7,47,0
Day 12 - Part 7,95.0,30,0
Day 13 - Part 1,96.8,30,0
Day 13 - Part 2 - Learn X,92.2,18,0
Day 13 - Part 3 - Learn M,96.1,32,0
Day 13 - Part 4,96.1,26,0
Day 13 - Part 5,91.6,13,0
Day 13 - Part 6,98.2,35,0
Day 13 - Part 5,96.8,22,0
Day 13 - Part 2 - Learn X,98.0,33,0
Day 12 - Part 7,98.1,37,0
Day 13 - Part 4,98.7,36,0
Day 13 - Part 3 - Learn M,99.3,38,0
Day 13 - Part 5,71.0,-29,0
Day 13 - Part 5,34.2,-152,0
Day 13 - Part 5,64.5,-50,0
Day 13 - Part 5,81.3,-3,0
Day 13 - Part 5,67.1,-42,0
Day 13 - Part 5,11.6,-615,0
Day 13 - Part 5,94.8,22,0
Day 13 - Part 5,40.6,-198,0
Day 13 - Part 5,36.8,-179,0
Day 13 - Part 5,7.7,-602,0
Day 13 - Part 5,18.1,-1040,0
Day 13 - Part 5,32.9,-312,0
Day 13 - Part 5,12.9,-1572,0
Day 13 - Part 5,39.4,-132,0
Day 13 - Part 5,18.1,-520,0
Day 13 - Part 5,26.5,-276,0
Day 13 - Part 5,1.9,-1135,0
Day 13 - Part 5,55.5,-57,0
Day 13 - Part 5,18.7,-655,0
Day 13 - Part 5,29.7,-427,0
Day 13 - Part 5,18.7,-721,0
Day 13 - Part 5,62.6,-53,0
Day 13 - Part 5,60.6,-53,0
Day 12 - Part 6,96.7,39,0
Day 12 - Part 6,99.3,51,0
Day 13 - Part 5,20.0,-543,0
