Lesson,Accuracy,WPM,Idle Time

Day 08 - Part 1,95.5,22,0
Day 08 - Part 2,98.3,31,0
Day 08 - Part 3,99.4,28,0
Day 08 - Part 4,98.7,35,0
Day 08 - Part 5,97.4,36,0
Day 08 - Part 6,98.7,31,0
Day 08 - Part 7,98.7,39,0
Day 08 - Part 8,98.7,42,0
Day 08 - Part 9,98.0,33,0
Day 08 - Part 1,97.4,33,0
Day 08 - Part 1,98.1,41,0
Day 08 - Part 5,99.4,42,0
Day 08 - Part 9,97.4,35,0
Day 08 - Part 3,92.3,20,0
Day 08 - Part 9,97.4,37,0
Day 08 - Part 9,56.3,-91,0
Day 08 - Part 9,94.7,26,0
Day 08 - Part 9,99.3,43,0
Day 08 - Part 3,94.8,26,0
Day 08 - Part 3,96.1,27,0
Day 08 - Part 1,98.7,39,0
Day 08 - Part 2,97.6,41,0
Day 08 - Part 2,98.3,43,0
Day 08 - Part 2,96.2,38,0
Day 08 - Part 2,43.1,-269,0
Day 08 - Part 2,73.3,-38,0
Day 08 - Part 2,95.5,34,0
Day 08 - Part 3,4.5,-1256,0
Day 08 - Part 2,30.9,-339,0
Day 08 - Part 2,94.8,31,0
