Lesson,Accuracy,WPM,Idle Time

Day 09 - Part 1,98.0,35,0
Day 09 - Part 2,99.3,36,0
Day 09 - Part 3,99.4,49,0
Day 09 - Part 4 - Learn W,96.7,28,0
Day 09 - Part 5 - Learn N,98.0,36,0
Day 09 - Part 6,97.4,28,0
Day 09 - Part 7,92.3,19,0
Day 09 - Part 8,96.1,25,0
Day 09 - Part 9,99.4,27,0
Day 09 - Part 7,97.4,31,0
