Lesson,Accuracy,WPM,Idle Time

Day 18 - Part 1,95.7,25,0
Day 18 - Part 2,96.7,33,0
Day 18 - Part 3 - Learn CAPS LOCK,95.4,23,0
Day 18 - Part 4 - Learn Question,94.7,17,0
Day 18 - Part 5,94.4,18,0
Day 18 - Part 6,95.8,18,0
Day 18 - Part 7,96.2,30,0
Day 18 - Part 5,95.8,20,0
Day 18 - Part 4 - Learn Question,95.9,20,0
Day 18 - Part 3 - Learn CAPS LOCK,0.6,-2760,0
Day 18 - Part 3 - Learn CAPS LOCK,10.5,-2837,0
Day 18 - Part 3 - Learn CAPS LOCK,12.3,-2765,0
Day 18 - Part 3 - Learn CAPS LOCK,2.0,-3167,0
Day 18 - Part 3 - Learn CAPS LOCK,0.5,-2038,0
Day 18 - Part 3 - Learn CAPS LOCK,0.6,-3221,0
Day 18 - Part 3 - Learn CAPS LOCK,1.7,-2934,0
Day 18 - Part 3 - Learn CAPS LOCK,0.3,-1616,0
Day 18 - Part 1,1.0,-2455,0
Day 18 - Part 6,1.3,-2041,0
Day 18 - Part 3 - Learn CAPS LOCK,0.8,-3215,0
Day 18 - Part 3 - Learn CAPS LOCK,0.8,-3215,0
Day 18 - Part 3 - Learn CAPS LOCK,1.1,-1601,0
Day 18 - Part 3 - Learn CAPS LOCK,9.9,-2640,0
Day 18 - Part 7,68.6,-54,0
