Lesson,Accuracy,WPM,Idle Time

Day 20 - Part 1,94.8,27,0
Day 20 - Part 2,98.2,37,0
Day 20 - Part 3,96.9,29,0
Day 20 - Part 4,97.8,34,0
Day 20 - Part 5,96.5,28,0
Day 20 - Part 6,98.7,37,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,97.4,33,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,89.4,13,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,97.9,33,0
Day 20 - Part 1,95.6,34,0
Day 20 - Part 1,96.9,40,0
Day 20 - Part 5,97.8,34,0
Day 20 - Part 3,95.6,29,0
Day 20 - Part 3,0.0,-2270,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,2.2,-1628,0
Day 20 - Part 1,0.0,-2748,0
Day 20 - Part 6,8.3,-2462,0
Day 20 - Part 3,21.1,-462,0
Day 20 - Part 3,0.0,-2724,0
Day 20 - Part 3,0.4,-2709,0
Day 20 - Part 3,97.4,31,0
Day 20 - Part 1,13.1,-2316,0
Day 20 - Part 1,0.0,-2290,0
Day 20 - Part 1,13.1,-2316,0
Day 20 - Part 1,3.1,-1323,0
Day 20 - Part 1,13.1,-1929,0
Day 20 - Part 1,17.5,-638,4
Day 20 - Part 1,11.8,-1685,0
Day 20 - Part 1,0.0,-2748,0
Day 20 - Part 1,0.9,-2719,0
Day 20 - Part 1,2.2,-892,0
Day 20 - Part 1,0.4,-2733,0
Day 20 - Part 1,1.3,-2704,0
Day 20 - Part 1,0.4,-2733,0
Day 20 - Part 1,2.2,-1911,0
Day 20 - Part 1,0.9,-2719,0
Day 20 - Part 1,1.7,-4484,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,1.2,-2842,0
Day 20 - Part 1,1.7,-4484,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,0.2,-4798,0
Day 20 - Part 1,0.9,-971,0
Day 20 - Part 1,0.4,-2733,0
Day 20 - Part 1,0.4,-1366,0
Day 20 - Part 1,0.4,-2733,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,0.5,-4987,0
Day 20 - Part 1,1.7,-3363,0
Day 20 - Part 1,4.8,-4316,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,3.1,-3968,0
Day 20 - Part 1,6.1,-1591,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,0.2,-4798,0
Day 20 - Part 1,1.7,-4484,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,0.6,-4092,0
Day 20 - Part 1,1.3,-409,0
Day 20 - Part 1,28.4,-604,0
Day 20 - Part 1,11.4,-2373,0
Day 20 - Part 1,0.4,-2733,0
Day 20 - Part 1,0.4,-1518,0
Day 20 - Part 1,0.9,-2719,0
Day 20 - Part 1,0.9,-2719,0
Day 20 - Part 1,0.9,-2719,0
Day 20 - Part 1,0.0,-1526,0
Day 20 - Part 1,27.5,-541,0
Day 20 - Part 1,0.9,-2266,0
Day 20 - Part 1,79.0,-14,0
Day 20 - Part 1,4.8,-1849,0
Day 20 - Part 1,4.8,-1438,0
Day 20 - Part 1,0.4,-2733,0
Day 20 - Part 1,0.9,-2719,0
Day 20 - Part 1,0.4,-1952,0
Day 20 - Part 1,31.0,-539,2
Day 20 - Part 1,0.9,-2719,0
Day 20 - Part 1,23.6,-1231,0
Day 20 - Part 1,0.9,-2719,0
