Lesson,Accuracy,WPM,IdleTime

Day 02 - Part 2 - Learn E,90.8,14,0
Day 02 - Part 3 - Learn H,96.7,24,0
Day 03 - Part 2 - Learn R,95.4,25,0
Day 03 - Part 3 - Learn O,98.0,35,0
Day 05 - Part 2 - Learn T,95.3,29,0
Day 05 - Part 3 - Learn I,94.8,26,0
Day 06 - Part 2 - Learn Left Shift,95.4,20,0
Day 06 - Part 3 - Learn Period,94.1,19,0
Day 07 - Part 2 - Learn C,93.5,18,0
Day 07 - Part 3 - Learn U,97.4,31,0
Day 09 - Part 4 - Learn W,96.7,29,0
Day 09 - Part 5 - Learn N,97.4,29,0
Day 10 - Part 2 - Learn G,96.1,23,0
Day 10 - Part 3 - Learn Right Shift,97.4,26,0
Day 11 - Part 2 - Learn B,94.1,17,0
Day 11 - Part 3 - Learn P,94.8,23,0
Day 13 - Part 2 - Learn X,94.1,19,0
Day 13 - Part 3 - Learn M,96.1,30,0
Day 02 - Part 2 - Learn E,95.4,27,1
Day 07 - Part 2 - Learn C,96.1,28,0
Day 11 - Part 2 - Learn B,94.8,19,0
Day 06 - Part 3 - Learn Period,91.5,14,0
Day 06 - Part 3 - Learn Period,96.7,23,0
Day 13 - Part 2 - Learn X,91.5,16,0
Day 13 - Part 2 - Learn X,97.4,28,0
Day 11 - Part 2 - Learn B,94.8,20,0
Day 11 - Part 2 - Learn B,95.4,23,0
Day 11 - Part 3 - Learn P,98.0,31,0
Day 05 - Part 3 - Learn I,94.8,28,0
Day 05 - Part 3 - Learn I,96.7,34,0
Day 06 - Part 2 - Learn Left Shift,96.7,23,0
Day 11 - Part 2 - Learn B,98.0,30,0
Day 03 - Part 2 - Learn R,92.2,20,0
Day 03 - Part 2 - Learn R,97.4,30,0
Day 02 - Part 2 - Learn E,97.4,36,0
Day 05 - Part 2 - Learn T,95.3,32,0
Day 05 - Part 2 - Learn T,96.0,36,0
Day 10 - Part 2 - Learn G,94.1,21,0
Day 10 - Part 2 - Learn G,98.7,36,0
Day 07 - Part 2 - Learn C,96.7,29,0
Day 13 - Part 3 - Learn M,98.0,39,0
