Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,95.4,25,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,91.4,20,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,93.7,21,0
Scripture - 3 Min - Novice - Psalm 23,94.7,26,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,91.8,19,0
Scripture - 5 Min - Novice - Psalm 51,92.6,22,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,93.5,24,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,91.2,18,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,93.1,24,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,91.0,22,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,98.9,34,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,93.1,24,1
Scripture - 5 Min - Novice - Psalm 51,95.6,31,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,92.8,25,0
