Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,100.0,38,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,95.4,28,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,91.4,21,0
Scripture - 3 min - Advanced - 1 Peter 1 v 3-9,95.6,31,0
Scripture - 3 Min - Novice - Romans 5 v 1-8,94.0,27,0
Scripture - 3 Min - Novice - Psalm 46,94.0,26,0
Scripture - 5 Min - Novice - Isaiah 53,95.1,30,0
Scripture - 5 Min - Novice - John 1 v 1-18,96.4,35,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,97.5,41,0
Scripture - 3 Min - Novice - Psalm 46,96.0,34,0
Scripture - 3 Min - Novice - Romans 5 v 1-8,92.6,24,0
Scripture - 3 Min - Novice - Romans 5 v 1-8,18.9,-1391,0
