Lesson,Accuracy,WPM,IdleTime

Day 29 - Part 2 - Learn Dollar Sign,97.6,22,0
Day 29 - Part 3 - Learn Forward Slash,94.2,20,0
Day 30 - Part 2 - Learn Percent Sign,94.0,14,5
Day 30 - Part 3 - Learn Hyphen,94.5,20,0
Day 31 - Part 3 - Learn Number Sign,94.1,19,0
Day 31 - Part 4 - Learn Ampersand,94.7,22,0
Day 32 - Part 3 - Learn Open Parentheses,97.0,28,0
Day 32 - Part 4 - Learn Close Parentheses,92.1,17,0
Day 33 - Part 1 - Learn At Symbol,94.2,20,0
Day 33 - Part 2 - Learn Asterisk,91.7,15,0
Day 33 - Part 2 - Learn Asterisk,93.5,19,0
Day 32 - Part 4 - Learn Close Parentheses,93.2,20,0
Day 32 - Part 4 - Learn Close Parentheses,93.5,22,0
Day 33 - Part 2 - Learn Asterisk,94.2,22,0
Day 32 - Part 4 - Learn Close Parentheses,92.9,21,0
Day 32 - Part 4 - Learn Close Parentheses,92.9,21,0
Day 32 - Part 4 - Learn Close Parentheses,87.8,10,0
