Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,97.6,36,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,94.2,27,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,94.3,29,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,95.0,29,0
Scripture - 3 Min - Novice - Psalm 23,95.9,32,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,92.7,22,0
Scripture - 5 Min - Advanced - Selections 1,93.7,23,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,91.8,20,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,93.9,25,0
Scripture - 5 Min - Advanced - Selections 1,91.8,19,0
Scripture - 5 Min - Advanced - Selections 1,92.0,21,0
