Lesson,Accuracy,WPM,IdleTime

Day 29 - Part 1,91.1,12,0
Day 29 - Part 2 - Learn Dollar Sign,86.1,3,1
Day 29 - Part 3 - Learn Forward Slash,88.3,6,0
Day 29 - Part 4,84.5,1,1
Day 29 - Part 5,90.5,13,0
Day 29 - Part 6,92.8,17,0
Day 28 - Part 5 - Left Hand,90.4,14,0
Day 28 - Part 6 - Right Hand,95.3,25,0
Day 29 - Part 4,84.5,1,0
Day 29 - Part 4,90.6,10,0
Day 29 - Part 2 - Learn Dollar Sign,91.4,11,0
Day 29 - Part 3 - Learn Forward Slash,92.1,13,0
Day 29 - Part 4,92.7,15,0
