Lesson,Accuracy,WPM,IdleTime

Day 22 - Part 1,100.0,65,0
Day 22 - Part 2,100.0,69,0
Day 22 - Part 3,100.0,53,0
Day 22 - Part 4,100.0,74,0
Day 22 - Part 5,100.0,59,0
Day 22 - Part 6,100.0,66,0
Day 22 - Part 7,100.0,67,0
Day 22 - Part 8,100.0,74,0
Day 22 - Part 9,100.0,58,0
Day 22 - Part 3,100.0,58,0
Day 22 - Part 3,6.1,-2161,0
Day 22 - Part 3,100.0,65,0
Day 22 - Part 9,100.0,60,0
Day 22 - Part 5,100.0,66,0
Day 22 - Part 9,24.6,-822,0
Day 22 - Part 9,19.3,-718,0
Day 22 - Part 9,11.8,-1503,0
Day 22 - Part 9,6.6,-1228,0
Day 22 - Part 9,1.9,-3910,0
Day 22 - Part 9,100.0,64,0
Day 22 - Part 9,31.9,-384,0
Day 22 - Part 1,100.0,71,0
Day 22 - Part 2,34.7,-489,0
Day 22 - Part 2,100.0,74,0
Day 22 - Part 7,100.0,70,0
Day 22 - Part 6,100.0,71,0
