Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,98.2,59,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,100.0,78,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,97.7,58,0
Scripture - 3 Min - Novice - Psalm 23,98.4,63,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,98.6,63,0
Scripture - 5 Min - Novice - Psalm 51,97.6,58,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,97.1,57,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,96.9,56,0
Scripture - 1 Min - Novice - John 3 v 16,95.2,53,0
Scripture - 1 Min - Novice - John 3 v 16,99.5,75,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,98.1,59,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,68,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,100.0,62,0
Scripture - 3 Min - Novice - Psalm 23,99.8,60,0
