Lesson,Accuracy,WPM,IdleTime

Day 23 - Part 2 - Learn 1,100.0,43,0
Day 27 - Part 3 - Learn 2,99.6,52,0
Day 26 - Part 2 - Learn 3,98.6,49,0
Day 24 - Part 2 - Learn 4,100.0,61,0
Day 25 - Part 2 - Learn 5,99.5,59,0
Day 27 - Part 4 - Learn 6,97.7,45,0
Day 23 - Part 3 - Learn 7,92.1,27,0
Day 24 - Part 3 - Learn 8,98.9,56,0
Day 25 - Part 3 - Learn 9,97.9,47,0
Day 26 - Part 3 - Learn 0,99.6,52,0
Day 28 - Part 5 - Left Hand,94.4,36,0
Day 28 - Part 6 - Right Hand,94.4,34,0
Day 23 - Part 3 - Learn 7,100.0,52,0
Day 28 - Part 6 - Right Hand,99.0,38,0
Day 27 - Part 3 - Learn 2,100.0,57,0
