Lesson,Accuracy,WPM,IdleTime

Day 22 - Part 1,100.0,74,0
Day 22 - Part 2,100.0,72,0
Day 22 - Part 3,100.0,62,0
Day 22 - Part 4,100.0,80,0
Day 22 - Part 5,100.0,65,0
Day 22 - Part 6,100.0,75,0
Day 22 - Part 7,100.0,70,0
Day 22 - Part 8,100.0,74,0
Day 22 - Part 9,100.0,68,0
Day 22 - Part 3,4.8,-3516,0
Day 22 - Part 3,100.0,71,0
Day 22 - Part 5,5.3,-3604,0
Day 22 - Part 5,3.7,-4201,0
Day 22 - Part 5,7.2,-2556,0
Day 22 - Part 5,100.0,73,0
Day 22 - Part 9,100.0,69,0
Day 22 - Part 9,4.1,-3807,0
Day 22 - Part 9,5.1,-3286,0
Day 22 - Part 9,6.6,-2344,0
Day 22 - Part 9,2.8,-4514,0
Day 22 - Part 9,100.0,71,0
Day 22 - Part 7,5.1,-3243,0
Day 22 - Part 7,6.3,-2979,0
Day 22 - Part 7,100.0,79,0
Day 22 - Part 3,73.0,-53,0
Day 22 - Part 3,100.0,63,0
Day 22 - Part 3,4.5,-3530,0
Day 22 - Part 3,4.8,-3516,0
Day 22 - Part 3,19.9,-1092,0
Day 22 - Part 3,12.5,-1321,0
Day 22 - Part 3,5.5,-1585,0
Day 22 - Part 3,3.5,-3573,0
Day 22 - Part 3,95.5,50,0
Day 22 - Part 3,34.4,-497,0
Day 22 - Part 3,58.5,-168,0
Day 22 - Part 3,44.1,-351,0
Day 22 - Part 3,5.5,-2490,0
Day 22 - Part 3,4.8,-3516,0
Day 22 - Part 3,100.0,76,0
Day 22 - Part 9,4.5,-3786,0
Day 22 - Part 9,2.8,-3869,0
Day 22 - Part 9,4.5,-3786,0
Day 22 - Part 9,100.0,72,0
Day 22 - Part 2,100.0,78,0
Day 22 - Part 9,3.4,-3838,0
Day 22 - Part 9,3.2,-3848,0
Day 22 - Part 9,74.3,-44,0
Day 22 - Part 9,2.8,-3869,0
Day 22 - Part 9,5.1,-3286,0
