Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,100.0,73,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,100.0,81,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,100.0,72,0
Scripture - 3 Min - Novice - Psalm 23,100.0,73,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,100.0,76,0
Scripture - 5 Min - Novice - Psalm 51,100.0,77,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,100.0,75,1
Scripture - 5 Min - Novice - Philippians 2 v 1-11,100.0,71,0
Scripture - 1 Min - Novice - John 3 v 16,21.5,-1214,0
Scripture - 1 Min - Novice - John 3 v 16,26.7,-827,0
Scripture - 1 Min - Novice - John 3 v 16,3.4,-2395,0
Scripture - 1 Min - Novice - John 3 v 16,5.3,-2777,0
Scripture - 1 Min - Novice - John 3 v 16,3.2,-3261,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,85,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,100.0,101,0
Scripture - 1 Min - Novice - John 3 v 16,10.5,-2074,0
Scripture - 1 Min - Novice - John 3 v 16,10.0,-2320,0
Scripture - 1 Min - Novice - John 3 v 16,4.7,-1866,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,81,0
Scripture - 1 Min - Novice - John 3 v 16,18.1,-1376,0
Scripture - 1 Min - Novice - John 3 v 16,2.7,-3829,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,90,0
Scripture - 1 Min - Novice - John 3 v 16,3.4,-3793,0
Scripture - 1 Min - Novice - John 3 v 16,37.0,-613,0
Scripture - 1 Min - Novice - John 3 v 16,2.8,-4170,0
Scripture - 1 Min - Novice - John 3 v 16,3.0,-4573,0
Scripture - 1 Min - Novice - John 3 v 16,11.1,-2164,0
Scripture - 1 Min - Novice - John 3 v 16,4.6,-3204,0
Scripture - 1 Min - Novice - John 3 v 16,2.8,-4170,0
Scripture - 1 Min - Novice - John 3 v 16,13.8,-1015,0
Scripture - 1 Min - Novice - John 3 v 16,2.7,-3829,0
Scripture - 1 Min - Novice - John 3 v 16,4.9,-3434,0
