Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,100.0,70,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,100.0,70,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,100.0,71,0
Scripture - 3 min - Advanced - 1 Peter 1 v 3-9,100.0,70,0
Scripture - 3 Min - Novice - Romans 5 v 1-8,100.0,71,0
Scripture - 3 Min - Novice - Psalm 46,100.0,70,0
Scripture - 5 Min - Novice - Isaiah 53,99.9,65,0
Scripture - 5 Min - Novice - John 1 v 1-18,100.0,63,0
Scripture - 5 Min - Novice - Isaiah 53,100.0,58,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,100.0,79,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,100.0,74,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,100.0,77,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,100.0,85,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,12.7,-1541,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,24.9,-921,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,18.5,-1496,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,100.0,85,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,10.9,-1712,0
