Lesson,Accuracy,WPM,IdleTime

Day 20 - Part 1,100.0,74,0
Day 20 - Part 2,100.0,68,0
Day 20 - Part 3,100.0,68,0
Day 20 - Part 4,100.0,73,0
Day 20 - Part 5,100.0,69,0
Day 20 - Part 6,100.0,82,0
Day 20 - Part 7,100.0,71,0
Day 20 - Part 8,100.0,73,0
Day 20 - Part 9,100.0,73,0
Day 20 - Part 2,100.0,85,0
Day 20 - Part 3,100.0,82,0
Day 20 - Part 5,40.3,-389,0
Day 20 - Part 5,100.0,82,0
Day 20 - Part 7,2.6,-3297,0
Day 20 - Part 7,40.1,-372,0
Day 20 - Part 7,100.0,82,0
Day 20 - Part 4,14.0,-1422,0
Day 20 - Part 4,39.0,-454,0
Day 20 - Part 4,100.0,82,0
Day 20 - Part 8,100.0,82,0
Day 20 - Part 9,33.2,-618,0
Day 20 - Part 9,100.0,80,0
Day 20 - Part 1,51.5,-276,0
Day 20 - Part 1,100.0,78,0
Day 20 - Part 1,12.7,-1942,0
Day 20 - Part 1,5.7,-3201,0
Day 20 - Part 1,100.0,88,0
Day 20 - Part 9,68.6,-103,0
Day 20 - Part 9,25.9,-708,0
Day 20 - Part 9,54.7,-235,0
Day 20 - Part 9,100.0,84,0
Day 20 - Part 3,3.1,-3279,0
Day 20 - Part 3,23.3,-980,0
Day 20 - Part 3,4.8,-3207,0
Day 20 - Part 3,100.0,85,0
Day 20 - Part 4,12.3,-1944,0
Day 20 - Part 4,20.6,-1144,0
Day 20 - Part 4,47.8,-343,0
Day 20 - Part 4,100.0,82,0
Day 20 - Part 4,100.0,85,0
Day 20 - Part 5,100.0,82,0
Day 20 - Part 5,35.0,-562,0
Day 20 - Part 5,74.8,-51,0
Day 20 - Part 5,24.3,-960,0
Day 20 - Part 5,5.3,-3174,0
Day 20 - Part 5,15.0,-1587,0
Day 20 - Part 5,7.1,-2481,0
Day 20 - Part 5,38.9,-516,0
Day 20 - Part 5,16.4,-1210,0
Day 20 - Part 5,100.0,84,0
Day 20 - Part 6,8.8,-2040,0
Day 20 - Part 6,71.5,-80,0
Day 20 - Part 6,28.1,-824,0
Day 20 - Part 6,100.0,85,0
Day 20 - Part 7,2.6,-3297,0
Day 20 - Part 7,77.5,-35,0
Day 20 - Part 7,2.6,-3297,0
Day 20 - Part 7,100.0,85,0
Day 20 - Part 8,100.0,88,0
Day 20 - Part 5,33.6,-622,0
Day 20 - Part 5,100.0,84,0
Day 20 - Part 5,11.1,-1959,0
Day 20 - Part 5,100.0,84,0
Day 20 - Part 5,22.6,-1236,0
Day 20 - Part 5,4.4,-3210,0
Day 20 - Part 5,69.0,-101,0
Day 20 - Part 5,10.2,-1984,0
Day 20 - Part 5,100.0,79,0
Day 20 - Part 5,3.1,-3264,0
Day 20 - Part 5,3.5,-1442,0
Day 20 - Part 5,100.0,82,0
Day 20 - Part 5,100.0,90,0
Day 20 - Part 9,3.3,-3948,0
Day 20 - Part 9,35.0,-635,0
Day 20 - Part 9,41.6,-457,0
Day 20 - Part 9,34.3,-604,0
Day 20 - Part 9,100.0,86,0
Day 20 - Part 2,20.2,-1481,0
Day 20 - Part 2,51.8,-288,0
Day 20 - Part 2,39.5,-514,0
Day 20 - Part 2,64.0,-150,0
Day 20 - Part 2,7.0,-2505,0
Day 20 - Part 2,5.3,-1281,0
Day 20 - Part 2,22.8,-1104,0
Day 20 - Part 2,21.1,-1136,0
Day 20 - Part 2,13.6,-1431,0
Day 20 - Part 2,70.2,-86,0
Day 20 - Part 2,100.0,82,0
