Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,99.7,63,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,97.7,53,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,99.4,65,0
Scripture - 3 min - Advanced - 1 Peter 1 v 3-9,98.9,60,0
Scripture - 3 Min - Novice - Romans 5 v 1-8,98.0,59,0
Scripture - 3 Min - Novice - Psalm 46,98.9,64,0
Scripture - 5 Min - Novice - Isaiah 53,98.3,60,0
Scripture - 5 Min - Novice - John 1 v 1-18,98.2,64,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,100.0,53,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,100.0,61,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,100.0,60,0
Scripture - 3 Min - Novice - Romans 5 v 1-8,98.2,62,0
Scripture - 3 Min - Novice - Romans 5 v 1-8,18.9,-1319,0
