Lesson,Accuracy,WPM,IdleTime

Day 20 - Part 1,100.0,78,0
Day 20 - Part 2,100.0,68,0
Day 20 - Part 3,100.0,71,0
Day 20 - Part 4,100.0,76,0
Day 20 - Part 5,100.0,67,0
Day 20 - Part 6,100.0,78,0
Day 20 - Part 7,100.0,73,0
Day 20 - Part 8,100.0,70,0
Day 20 - Part 9,100.0,80,0
Day 20 - Part 5,100.0,73,0
Day 20 - Part 2,100.0,78,0
Day 20 - Part 8,99.6,72,0
Day 20 - Part 8,100.0,62,0
Day 20 - Part 8,100.0,82,0
Day 20 - Part 3,100.0,77,0
Day 20 - Part 5,100.0,79,0
Day 20 - Part 7,100.0,73,0
Day 20 - Part 7,100.0,77,0
Day 20 - Part 4,100.0,78,0
Day 20 - Part 3,4.0,-2162,0
Day 20 - Part 8,12.3,-1166,0
Day 20 - Part 3,11.0,-909,0
Day 20 - Part 3,7.9,-1232,0
Day 20 - Part 3,14.1,-1414,0
Day 20 - Part 3,100.0,80,0
Day 20 - Part 7,4.0,-2162,0
Day 20 - Part 7,27.8,-648,0
Day 20 - Part 7,79.3,-21,0
Day 20 - Part 7,7.9,-2054,0
Day 20 - Part 7,10.1,-1994,0
Day 20 - Part 7,47.1,-311,0
Day 20 - Part 7,100.0,77,0
Day 20 - Part 7,5.7,-2536,0
Day 20 - Part 7,100.0,82,0
Day 20 - Part 1,4.8,-2589,0
Day 20 - Part 1,7.0,-1398,0
Day 20 - Part 1,100.0,88,0
Day 20 - Part 2,100.0,82,0
Day 20 - Part 4,100.0,80,0
Day 20 - Part 6,21.9,-916,0
Day 20 - Part 6,100.0,82,0
Day 20 - Part 5,8.4,-1524,0
Day 20 - Part 5,46.0,-319,0
Day 20 - Part 5,100.0,79,0
Day 20 - Part 5,30.5,-660,0
Day 20 - Part 5,55.8,-204,0
Day 20 - Part 5,14.6,-1597,0
Day 20 - Part 5,34.1,-534,0
Day 20 - Part 5,85.8,12,0
Day 20 - Part 5,41.6,-424,0
Day 20 - Part 5,86.3,15,0
Day 20 - Part 5,77.4,-33,0
Day 20 - Part 5,37.6,-531,0
Day 20 - Part 5,100.0,82,0
Day 20 - Part 3,3.5,-2608,0
Day 20 - Part 3,100.0,85,0
Day 20 - Part 4,18.9,-1176,0
Day 20 - Part 4,29.4,-737,0
Day 20 - Part 4,58.8,-183,0
Day 20 - Part 4,12.3,-1944,0
Day 20 - Part 4,8.8,-2040,0
Day 20 - Part 4,3.1,-3294,0
Day 20 - Part 4,4.8,-2577,0
Day 20 - Part 4,3.9,-1085,0
Day 20 - Part 4,12.7,-1655,0
Day 20 - Part 4,56.1,-202,0
Day 20 - Part 4,63.2,-138,0
Day 20 - Part 4,15.4,-1395,0
Day 20 - Part 4,49.1,-267,0
Day 20 - Part 4,55.7,-197,0
Day 20 - Part 4,34.2,-537,0
Day 20 - Part 4,100.0,72,0
Day 20 - Part 4,63.6,-129,0
