Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,99.7,76,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,100.0,78,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,100.0,80,0
Scripture - 3 min - Advanced - 1 Peter 1 v 3-9,99.9,81,0
Scripture - 3 Min - Novice - Romans 5 v 1-8,100.0,80,0
Scripture - 3 Min - Novice - Psalm 46,100.0,76,0
Scripture - 5 Min - Novice - Isaiah 53,100.0,74,0
Scripture - 5 Min - Novice - John 1 v 1-18,100.0,75,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,100.0,85,0
Scripture - 3 min - Advanced - 1 Peter 1 v 3-9,100.0,81,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,100.0,79,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,3.1,-2682,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,100.0,83,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,100.0,87,0
Scripture - 3 Min - Novice - Psalm 46,27.4,-754,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,100.0,84,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,3.1,-4024,0
Scripture - 3 min - Advanced - 1 Peter 1 v 3-9,28.3,-781,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,100.0,89,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,100.0,86,0
Scripture - 3 Min - Novice - Psalm 46,100.0,81,0
