Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,100.0,84,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,100.0,74,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,100.0,73,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,100.0,70,0
Scripture - 3 Min - Novice - Psalm 23,100.0,79,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,100.0,71,0
Scripture - 5 Min - Advanced - Selections 1,100.0,67,0
Scripture - 1 Min - Novice - John 3 v 16,3.0,-4157,0
Scripture - 1 Min - Novice - John 3 v 16,2.7,-3829,0
Scripture - 1 Min - Novice - John 3 v 16,37.2,-536,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,86,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,4.1,-3605,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,43.3,-377,0
Scripture - 1 Min - Novice - John 3 v 16,3.9,-2261,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,87,0
Scripture - 1 Min - Novice - John 3 v 16,5.1,-3715,0
Scripture - 1 Min - Novice - John 3 v 16,5.1,-3429,0
Scripture - 1 Min - Novice - John 3 v 16,2.5,-3540,0
Scripture - 1 Min - Novice - John 3 v 16,35.5,-579,0
Scripture - 1 Min - Novice - John 3 v 16,87.2,10,0
Scripture - 1 Min - Novice - John 3 v 16,3.0,-1988,0
Scripture - 1 Min - Novice - John 3 v 16,5.9,-2938,0
Scripture - 1 Min - Novice - John 3 v 16,38.4,-440,0
Scripture - 1 Min - Novice - John 3 v 16,3.3,-3799,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,84,0
Scripture - 1 Min - Novice - John 3 v 16,4.9,-1786,0
Scripture - 1 Min - Novice - John 3 v 16,11.3,-2160,0
