Lesson,Accuracy,WPM,IdleTime

Day 29 - Part 2 - Learn Dollar Sign,97.1,33,0
Day 30 - Part 3 - Learn Hyphen,95.3,33,0
Day 31 - Part 3 - Learn Number Sign,98.0,36,0
Day 31 - Part 4 - Learn Ampersand,98.8,47,0
Day 32 - Part 3 - Learn Open Parentheses,94.5,33,0
Day 32 - Part 4 - Learn Close Parentheses,96.9,39,0
Day 33 - Part 1 - Learn At Symbol,95.5,35,0
Day 33 - Part 2 - Learn Asterisk,98.6,40,0
Day 32 - Part 3 - Learn Open Parentheses,100.0,45,0
Day 30 - Part 3 - Learn Hyphen,100.0,45,0
Day 32 - Part 4 - Learn Close Parentheses,100.0,44,0
Day 30 - Part 2 - Learn Percent Sign,100.0,41,0
Day 30 - Part 2 - Learn Percent Sign,55.4,-168,0
Day 30 - Part 2 - Learn Percent Sign,27.5,-1121,0
