Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,98.1,37,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,91.5,19,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,97.0,32,0
Scripture - 3 min - Advanced - 1 Peter 1 v 3-9,95.9,31,0
Scripture - 3 Min - Novice - Romans 5 v 1-8,97.4,36,0
Scripture - 3 Min - Novice - Psalm 46,96.3,34,0
Scripture - 5 Min - Novice - Isaiah 53,95.4,31,0
Scripture - 5 Min - Novice - John 1 v 1-18,95.4,31,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,95.0,30,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,96.0,34,0
Scripture - 3 min - Advanced - 1 Peter 1 v 3-9,97.0,36,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,97.7,37,0
Scripture - 3 Min - Novice - Psalm 46,20.4,-1286,0
