Lesson,Accuracy,WPM,IdleTime

Day 20 - Part 1,97,20,0
Day 20 - Part 1,96,25,1
Day 20 - Part 1,97,24,2
Day 20 - Part 1,98,30,3
Day 20 - Part 1,95,26,4
Day 20 - Part 1,95,27,5
Day 20 - Part 1,96,27,6
Day 20 - Part 1,96,29,7
Day 20 - Part 1,90,29,8
Day 20 - Part 1,91,28,9
