Lesson,Accuracy,WPM,IdleTime

Day 29 - Part 2 - Learn Dollar Sign,98.8,25,0
Day 29 - Part 3 - Learn Forward Slash,96.7,22,0
Day 30 - Part 2 - Learn Percent Sign,95.6,21,0
Day 30 - Part 3 - Learn Hyphen,97.6,26,0
Day 31 - Part 3 - Learn Number Sign,96.5,22,0
Day 31 - Part 4 - Learn Ampersand,96.0,22,0
Day 32 - Part 3 - Learn Open Parentheses,97.4,29,0
Day 32 - Part 4 - Learn Close Parentheses,96.6,26,0
Day 33 - Part 1 - Learn At Symbol,95.5,24,0
Day 33 - Part 2 - Learn Asterisk,96.7,24,0
Day 33 - Part 1 - Learn At Symbol,94.5,21,0
Day 30 - Part 2 - Learn Percent Sign,96.0,24,0
Day 31 - Part 3 - Learn Number Sign,96.9,22,0
Day 33 - Part 1 - Learn At Symbol,96.7,27,0
Day 31 - Part 4 - Learn Ampersand,96.0,24,0
Day 30 - Part 2 - Learn Percent Sign,96.8,26,0
Day 31 - Part 4 - Learn Ampersand,97.6,30,0
