Lesson,Accuracy,WPM,IdleTime

Day 14 - Part 3 - Learn Z,97.4,27,0
Day 14 - Part 4 - Learn Y,96.1,26,0
Day 15 - Part 2 - Learn Q,96.2,25,0
Day 15 - Part 3 - Learn Comma,96.7,28,0
Day 17 - Part 2 - Learn V,99.3,41,0
Day 17 - Part 3 - Learn Colon,94.8,21,0
Day 18 - Part 3 - Learn CAPS LOCKB,96.6,29,0
Day 14 - Part 3 - Learn Z,98.7,38,0
Day 14 - Part 4 - Learn Y,98.7,36,0
Day 15 - Part 2 - Learn Q,96.8,32,0
Day 15 - Part 3 - Learn Comma,94.1,25,0
Day 17 - Part 2 - Learn V,94.8,34,0
Day 17 - Part 3 - Learn Colon,92.9,19,0
Day 18 - Part 3 - Learn CAPS LOCKB,95.6,28,0
Day 18 - Part 4 - Learn Question,95.6,25,0
Day 19 - Part 2 - Learn Apostrophe,92.0,17,0
Day 19 - Part 3 - Learn Quotation,94.4,23,0
Day 20 - Part 1,93.9,24,0
Day 20 - Part 2,96.9,31,0
Day 20 - Part 3,92.5,20,0
Day 20 - Part 4,96.1,28,0
Day 20 - Part 5,93.8,18,0
