Lesson,Accuracy,WPM,Idle Time

Day 09 - Part 1,94.1,8,3
Day 09 - Part 2,96.7,10,0
Day 09 - Part 3,96.8,12,1
Day 09 - Part 4 - Learn W,94.1,9,5
Day 09 - Part 5 - Learn N,96.1,11,6
Day 09 - Part 6,88.2,3,5
Day 09 - Part 7,94.2,7,0
Day 09 - Part 8,93.1,5,14
Day 09 - Part 9,91.3,4,13
Day 09 - Part 6,95.4,8,21
Day 09 - Part 9,96.7,6,26
