Lesson,Accuracy,WPM,Idle Time

Day 14 - Part 5,96.1,9,0
Day 14 - Part 6,93.6,7,0
Day 15 - Part 1,89.7,4,1
Day 15 - Part 2 - Learn Q,92.4,7,0
Day 15 - Part 3 - Learn Comma,90.2,4,1
Day 15 - Part 4,88.0,2,4
Day 15 - Part 5,88.7,2,2
Day 15 - Part 6,87.9,3,1
Day 15 - Part 6,96.1,14,0
Day 15 - Part 4,90.3,5,3
Day 15 - Part 5,90.3,4,1
Day 15 - Part 1,95.5,9,2
