Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,94.1,12,0
Day 01 - Part 2 - Learn Home Row,93.3,12,0
Day 01 - Part 3,93.4,11,1
Day 01 - Part 4,97.9,16,0
Day 01 - Part 2 - Learn Home Row,95.1,15,0
Day 01 - Part 3,93.3,11,0
Day 01 - Part 3,89.6,6,2
Day 01 - Part 3,97.5,17,0
Day 01 - Part 1 - Learn Spacebar,99.3,17,13
