Lesson,Accuracy,WPM,Idle Time

Day 12 - Part 6,94.1,9,3
Day 12 - Part 7,95.5,8,4
Day 13 - Part 1,96.8,8,6
Day 13 - Part 2 - Learn X,95.4,11,0
Day 13 - Part 3 - Learn M,94.8,12,3
Day 13 - Part 4,91.2,4,15
Day 13 - Part 5,87.5,1,5
Day 13 - Part 6,89.4,3,13
Day 13 - Part 5,96.1,9,0
Day 13 - Part 6,94.3,8,7
Day 13 - Part 4,95.5,12,0
