Lesson,Accuracy,WPM,Idle Time

Day 01 - Part 1 - Learn Spacebar,97.1,20,0
Day 01 - Part 2 - Learn Home Row,93.9,14,0
Day 02 - Part 4,92.4,8,0
Day 02 - Part 5,100.0,19,0
Day 03 - Part 1,94.7,11,0
Day 03 - Part 2 - Learn R,94.8,10,0
Day 03 - Part 3 - Learn O,91.3,7,1
Day 03 - Part 4,93.0,7,6
Day 03 - Part 5,94.3,9,0
Day 03 - Part 3 - Learn O,94.6,11,16
Day 02 - Part 4,95.6,9,4
