Lesson,Accuracy,WPM,Idle Time

Day 18 - Part 1,89.1,4,11
Day 18 - Part 2,93.3,9,0
Day 18 - Part 3 - Learn CAPS LOCK,89.9,6,0
Day 18 - Part 4 - Learn Question,84.3,0,0
Day 18 - Part 5,85.8,1,1
Day 18 - Part 6,94.4,7,1
Day 18 - Part 7,96.5,16,0
Day 18 - Part 4 - Learn Question,84.2,0,0
Day 18 - Part 4 - Learn Question,8.1,-1332,0
Day 18 - Part 4 - Learn Question,0.9,-2373,0
Day 18 - Part 4 - Learn Question,0.3,-3188,0
Day 18 - Part 4 - Learn Question,1.6,-1712,0
Day 18 - Part 4 - Learn Question,1.6,-3140,0
Day 18 - Part 4 - Learn Question,90.1,6,7
Day 18 - Part 5,1.3,-2620,0
Day 18 - Part 5,93.7,5,4
Day 18 - Part 1,3.9,-789,0
Day 18 - Part 1,25.6,-172,0
