Lesson,Accuracy,WPM,Idle Time

Day 11 - Part 4,97.4,12,0
Day 12 - Part 1,95.5,12,0
Day 12 - Part 2,95.9,13,12
Day 12 - Part 3,99.4,20,0
Day 12 - Part 4,94.8,9,9
Day 12 - Part 5,94.8,12,0
Day 12 - Part 6,98.7,19,0
Day 12 - Part 7,96.1,16,0
