Lesson,Accuracy,WPM,Idle Time

Day 19 - Part 1,96.7,17,0
Day 19 - Part 2 - Learn Apostrophe,90.5,7,0
Day 19 - Part 3 - Learn Quotation,91.9,8,1
Day 19 - Part 4 - Learn Hyphen,93.9,9,0
Day 19 - Part 5,92.6,10,0
Day 19 - Part 6,90.5,5,0
Day 19 - Part 7,96.1,15,0
Day 19 - Part 9,96.1,15,0
