name,date,score,time,time_of_day

Zerg Rush,09-01-21,288,7,56126
Letter Game,09-01-21,425,4,56140
Letter Game,09-01-21,385,4,56147
Zerg Rush,09-01-21,1080,24,56620
Zerg Rush,09-01-21,45,7,57182
Zerg Rush,09-01-21,0,0,57183
