Lesson,Accuracy,WPM,Idle Time

Day 13 - Part 4,92.3,8,1
Day 13 - Part 6,93.2,8,0
Day 14 - Part 1,92.3,9,1
Day 14 - Part 2,94.7,10,0
Day 14 - Part 3 - Learn Z,96.1,15,0
Day 14 - Part 4 - Learn Y,94.1,10,0
Day 14 - Part 5,95.4,9,0
Day 14 - Part 6,87.6,3,0
Day 14 - Part 6,92.7,10,0
Day 13 - Part 4,94.8,13,2
Day 14 - Part 1,95.5,15,0
Day 14 - Part 6,92.1,8,0
