Lesson,Accuracy,WPM,Idle Time

Day 20 - Part 1,93.4,15,0
Day 20 - Part 2,94.3,18,0
Day 20 - Part 3,92.1,12,0
Day 20 - Part 4,95.2,15,0
Day 20 - Part 5,90.3,9,0
Day 20 - Part 6,91.2,11,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,95.0,19,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,95.7,17,0
Day 20 - Part 5,98.7,20,0
Day 20 - Part 1,95.6,20,1
Day 20 - Part 6,97.4,24,0
Day 20 - Part 3,95.2,20,3
Day 20 - Part 2,92.1,14,0
Day 20 - Part 2,93.0,14,0
Day 20 - Part 2,93.9,17,0
