Lesson,Accuracy,WPM,Idle Time

Day 18 - Part 1,91.3,10,0
Day 18 - Part 2,91.3,11,0
Day 18 - Part 3 - Learn CAPS LOCK,91.6,10,0
Day 18 - Part 4 - Learn Question,90.7,8,0
Day 18 - Part 5,89.2,6,0
Day 18 - Part 6,88.8,6,0
Day 18 - Part 7,91.2,12,0
Day 18 - Part 6,88.9,6,0
Day 18 - Part 6,93.6,13,0
Day 18 - Part 5,93.9,13,0
Day 18 - Part 4 - Learn Question,95.3,15,0
Day 18 - Part 7,93.3,16,0
