Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,87.5,6,0
Day 01 - Part 4,92.5,11,3
Day 01 - Part 5,100.0,16,0
Day 02 - Part 1,93.8,8,2
Day 02 - Part 2 - Learn E,94.1,10,4
Day 02 - Part 3 - Learn H,94.1,10,2
Day 02 - Part 4,88.3,3,4
Day 02 - Part 5,97.7,15,1
Day 01 - Part 1 - Learn Spacebar,97.8,24,0
Day 02 - Part 4,91.2,6,126
