Lesson,Accuracy,WPM,Idle Time

Day 14 - Part 5,94.8,11,0
Day 14 - Part 6,91.4,8,0
Day 15 - Part 1,92.9,10,0
Day 15 - Part 2 - Learn Q,94.9,12,0
Day 15 - Part 3 - Learn Comma,96.1,14,0
Day 15 - Part 4,92.9,8,0
Day 15 - Part 5,92.9,7,0
Day 15 - Part 6,92.2,10,0
Day 14 - Part 6,93.0,10,0
Day 14 - Part 5,94.1,11,15
