Lesson,Accuracy,WPM,Idle Time

Day 07 - Part 1,86.8,3,2
Day 07 - Part 2 - Learn C,86.9,3,0
Day 07 - Part 3 - Learn U,90.2,6,1
Day 07 - Part 4,91.5,6,0
Day 07 - Part 5,88.9,4,1
Day 07 - Part 6,93.8,8,0
Day 07 - Part 7,96.7,13,0
Day 07 - Part 8,92.2,7,0
Day 07 - Part 1,89.5,6,0
Day 07 - Part 2 - Learn C,95.4,12,0
Day 07 - Part 5,92.2,7,0
Day 07 - Part 1,88.8,5,1
Day 07 - Part 1,89.5,7,1
Day 07 - Part 1,86.8,3,0
Day 07 - Part 1,90.1,7,0
Day 07 - Part 1,90.1,7,1
