Lesson,Accuracy,WPM,Idle Time

Day 12 - Part 6,94.1,15,0
Day 12 - Part 7,90.7,12,0
Day 13 - Part 1,89.7,8,1
Day 13 - Part 2 - Learn X,90.8,9,0
Day 13 - Part 3 - Learn M,91.5,11,0
Day 13 - Part 4,85.8,2,0
Day 13 - Part 5,87.1,3,0
Day 13 - Part 6,84.6,1,0
Day 13 - Part 6,88.9,6,0
Day 13 - Part 4,85.8,2,0
Day 13 - Part 5,84.5,1,0
Day 13 - Part 4,87.1,4,0
Day 13 - Part 5,90.3,8,0
Day 13 - Part 1,89.7,6,0
Day 13 - Part 4,94.8,16,0
Day 13 - Part 6,84.5,1,0
