Lesson,Accuracy,WPM,Idle Time

Day 16 - Part 4,93.8,11,1
Day 16 - Part 5,92.5,11,0
Day 17 - Part 1,90.4,8,0
Day 17 - Part 2 - Learn V,95.4,15,0
Day 17 - Part 3 - Learn Colon,82.5,0,0
Day 17 - Part 4,89.9,7,0
Day 17 - Part 5,88.0,4,0
Day 17 - Part 3 - Learn Colon,94.2,11,6
Day 17 - Part 5,93.0,10,0
Day 17 - Part 4,93.7,14,0
Day 17 - Part 1,94.9,16,2
Day 16 - Part 5,87.2,6,1
