Lesson,Accuracy,WPM,Idle Time

Day 09 - Part 1,88.2,5,1
Day 09 - Part 6,100.0,21,4
Day 10 - Part 1,88.7,5,0
Day 10 - Part 2 - Learn G,92.8,10,0
Day 10 - Part 3 - Learn Right Shift,89.7,5,0
Day 10 - Part 4,87.7,4,0
Day 10 - Part 5,92.6,11,0
Day 10 - Part 2 - Learn G,90.2,9,4
Day 10 - Part 4,88.4,5,0
Day 09 - Part 1,88.9,7,0
Day 10 - Part 4,92.3,10,0
Day 10 - Part 1,95.6,15,0
Day 09 - Part 1,95.4,19,0
Day 10 - Part 3 - Learn Right Shift,91.6,9,2
