Lesson,Accuracy,WPM,Idle Time

Day 05 - Part 4,90.1,8,0
Day 05 - Part 5,92.2,11,0
Day 05 - Part 6,100.0,18,0
Day 06 - Part 1,90.2,8,0
Day 06 - Part 2 - Learn Left Shift,86.1,2,0
Day 06 - Part 3 - Learn Period,90.2,7,0
Day 06 - Part 4,90.1,6,0
Day 06 - Part 5,88.2,5,2
Day 06 - Part 2 - Learn Left Shift,90.1,7,0
Day 06 - Part 5,89.9,7,0
Day 05 - Part 4,90.8,11,0
Day 05 - Part 5,86.3,4,0
Day 05 - Part 6,100.0,22,0
Day 06 - Part 1,90.2,9,0
