Lesson,Accuracy,WPM,Idle Time

Day 14 - Part 5,87.6,14,0
Day 14 - Part 6,98.8,70,0
Day 15 - Part 1,98.7,63,0
Day 15 - Part 2 - Learn Q,97.5,50,0
Day 15 - Part 3 - Learn Comma,86.9,8,0
Day 15 - Part 4,95.5,31,2
Day 15 - Part 5,98.7,45,0
Day 15 - Part 6,96.9,65,0
Day 15 - Part 3 - Learn Comma,100.0,68,0
Day 14 - Part 5,98.7,54,0
Day 15 - Part 4,100.0,62,4
Day 15 - Part 6,100.0,87,4
Day 15 - Part 2 - Learn Q,100.0,55,5
Day 15 - Part 5,99.4,68,0
Day 14 - Part 5,100.0,79,0
Day 15 - Part 1,100.0,74,0
Day 14 - Part 6,98.6,61,1
Day 15 - Part 5,98.7,66,0
Day 14 - Part 6,99.2,90,0
Day 15 - Part 5,98.1,35,6
Day 14 - Part 6,99.6,87,0
Day 15 - Part 5,99.4,89,0
