Lesson,Accuracy,WPM,Idle Time

Day 18 - Part 1,98.1,62,0
Day 18 - Part 2,97.7,71,0
Day 18 - Part 3 - Learn CAPS LOCK,94.6,42,0
Day 18 - Part 4 - Learn Question,88.8,13,0
Day 18 - Part 5,94.8,44,0
Day 18 - Part 6,97.7,53,0
Day 18 - Part 7,93.9,57,0
Day 18 - Part 4 - Learn Question,99.4,41,1
Day 18 - Part 7,99.6,93,0
Day 18 - Part 3 - Learn CAPS LOCK,98.9,52,1
Day 18 - Part 5,98.2,55,0
Day 18 - Part 6,99.4,57,1
Day 18 - Part 2,98.7,94,1
Day 18 - Part 1,99.0,75,0
Day 18 - Part 5,23.3,-1277,1
