Lesson,Accuracy,WPM,Idle Time

Day 10 - Part 4,97.4,62,0
Day 10 - Part 5,100.0,87,0
Day 11 - Part 1,97.4,58,0
Day 11 - Part 2 - Learn B,98.7,76,0
Day 11 - Part 3 - Learn P,96.7,36,0
Day 11 - Part 4,96.1,44,0
Day 11 - Part 5,99.6,77,0
Day 11 - Part 4,100.0,77,0
Day 11 - Part 3 - Learn P,100.0,68,0
Day 11 - Part 1,100.0,103,0
Day 10 - Part 4,98.7,81,0
Day 11 - Part 2 - Learn B,100.0,73,0
Day 10 - Part 4,100.0,103,0
Day 11 - Part 5,100.0,83,9
