Lesson,Accuracy,WPM,Idle Time

Day 08 - Part 1,97.4,65,0
Day 08 - Part 2,99.0,75,0
Day 08 - Part 3,95.5,52,0
Day 08 - Part 4,98.0,67,0
Day 08 - Part 5,98.7,85,0
Day 08 - Part 6,98.0,62,0
Day 08 - Part 7,96.1,66,0
Day 08 - Part 8,98.7,85,0
Day 08 - Part 9,99.3,75,0
Day 08 - Part 3,99.4,63,0
Day 08 - Part 7,100.0,87,0
Day 08 - Part 1,100.0,97,0
Day 08 - Part 6,100.0,83,0
Day 08 - Part 4,99.3,76,0
Day 08 - Part 5,100.0,97,3
Day 08 - Part 8,100.0,102,0
Day 08 - Part 2,100.0,84,0
Day 08 - Part 9,100.0,90,0
Day 08 - Part 4,99.3,80,0
Day 08 - Part 4,100.0,91,0
Day 08 - Part 3,100.0,80,0
