Lesson,Accuracy,WPM,Idle Time

Scripture - 1 Min - Novice - John 3 v 16,98.0,71,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,99.4,104,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,20.1,-1055,3
Scripture - 3 Min - Novice - Psalm 23,94.8,65,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,96.9,77,0
Scripture - 5 Min - Novice - Psalm 51,96.5,74,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,97.4,80,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,96.2,71,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,99.9,87,0
Scripture - 3 Min - Novice - Psalm 23,98.1,73,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,98.5,85,0
Scripture - 1 Min - Novice - John 3 v 16,99.1,86,0
Scripture - 1 Min - Novice - John 3 v 16,99.4,102,0
Scripture - 5 Min - Novice - Psalm 51,96.2,68,0
Scripture - 1 Min - Novice - John 3 v 16,99.4,96,0
