Lesson,Accuracy,WPM,IdleTime

testydodad,83.3,0,0
testydodad - Copy,87.5,18,0
testydodad - Copy - Copy,83.3,0,0
testydodad,91.7,28,0
testydodad - Copy - Copy,87.5,14,0
testydodad - Copy - Copy,37.5,-113,0
testydodad,100.0,16,0
testydodad,100.0,72,0
testydodad - Copy,75.0,-3,28
testydodad,75.0,-36,0
testydodad - Copy,75.0,-23,0
testydodad,95.8,30,0
testydodad - Copy,95.8,36,0
testydodad - Copy - Copy,87.5,18,0
testydodad,100.0,41,0
testydodad - Copy,95.8,36,0
testydodad - Copy - Copy,0.0,-1440,0
testydodad,100.0,72,0
testydodad - Copy,0.0,-1440,0
testydodad - Copy - Copy,4.2,-684,0
testydodad - Copy,37.5,-263,0
testydodad - Copy - Copy,12.5,-1224,0
